#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
1260536	2280	1487	108570	107869	RP11-314N13.2	-	FKBP1A	CTBP1	FKBP-12|FKBP-1A|FKBP1|FKBP12|PKC12|PKCI2|PPIASE	BARS	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.071211267	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P62942	Q0VDC6|A0A087WTS4	NP_463460|NP_000792|NP_001186715	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1260537	2597	1487	108868	107869	CDABP0047	-	GAPDH	CTBP1	G3PD|GAPD|HEL-S-162eP	BARS	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.105032386	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P04406	V9HVZ4	NP_002037|NP_001344872|NP_001276674|NP_001276675|NP_001243728	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1260538	1487	1488	107869	107870	-	RP11-59C5.2	CTBP1	CTBP2	BARS	-	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	1.0	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1260539	1503	1488	107883	107870	-	RP11-59C5.2	CTPS1	CTBP2	CTPS|IMD24	-	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.194354332	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P17812	B4E1E0	NP_001288166|NP_001896	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1261215	1487	1854	107869	108187	-	-	CTBP1	DUT	BARS	dUTPase	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.086884925	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	P33316	-	NP_001020419|NP_001317215|NP_001939|NP_001020420	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1263505	1487	81888	107869	123621	-	RP11-506B15.5	CTBP1	HYI	BARS	HT036	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.083545617	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q5T013	F6UJY1	NP_112484|NP_001230455|NP_001177809|NP_001317455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1272631	1487	8636	107869	114189	-	-	CTBP1	SSNA1	BARS	N14|NA-14|NA14	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.09594503	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	O43805	A0A024R8G6	NP_003722	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1274485	1487	9948	107869	115273	-	-	CTBP1	WDR1	BARS	AIP1|HEL-S-52|NORI-1	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.10573605	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	O75083	V9HWG7	NP_005103|NP_059830	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1275491	4914	1487	110969	107869	-	-	NTRK1	CTBP1	MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA	BARS	Affinity Capture-MS	physical	Emdal KB (2015)	PUBMED:25921289	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04629	X5DR71	NP_001007793|NP_002520|NP_001012331	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1428233	9439	1487	114829	107869	RP5-914N13.2	-	MED23	CTBP1	ARC130|CRSP130|CRSP133|CRSP3|DRIP130|MRT18|SUR-2|SUR2	BARS	Affinity Capture-MS	physical	Lambert JP (2015)	PUBMED:25281560	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9ULK4	Q05DL5	NP_001257451|NP_001257450|NP_057063|NP_004821	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1428240	9439	1488	114829	107870	RP5-914N13.2	RP11-59C5.2	MED23	CTBP2	ARC130|CRSP130|CRSP133|CRSP3|DRIP130|MRT18|SUR-2|SUR2	-	Affinity Capture-MS	physical	Lambert JP (2015)	PUBMED:25281560	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9ULK4	Q05DL5	NP_001257451|NP_001257450|NP_057063|NP_004821	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1430249	8481	1487	114055	107869	-	-	OFD1	CTBP1	71-7A|CXorf5|JBTS10|RP23|SGBS2	BARS	Proximity Label-MS	physical	Gupta GD (2015)	PUBMED:26638075	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	O75665	A6NF31|E9KL37|A8K2T9	NP_003602|NP_001317139|NP_001317138	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1432701	85302	1487	124465	107869	-	-	FBF1	CTBP1	Alb|FBF-1	BARS	Proximity Label-MS	physical	Gupta GD (2015)	PUBMED:26638075	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q8TES7	-	NP_001074011	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1444054	324	1487	106821	107869	-	-	APC	CTBP1	BTPS2|DP2|DP2.5|DP3|GS|PPP1R46	BARS	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P25054	Q4LE70|B7Z2B6	NP_000029|NP_001120982|NP_001120983|NP_001341835|NP_001341834|NP_001341828|NP_001341829|NP_001341831|NP_001341830|NP_001341833|NP_001341832|NP_001341826|NP_001341827|NP_001341824|NP_001341825	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1444055	1487	1488	107869	107870	-	RP11-59C5.2	CTBP1	CTBP2	BARS	-	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1445384	1488	4140	107870	110310	RP11-59C5.2	-	CTBP2	MARK3	-	CTAK1|KP78|PAR1A|Par-1a	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	P27448	Q86U11	NP_001122391|NP_002367|NP_001122390|NP_001122393|NP_001122392	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1445520	1488	4597	107870	110682	RP11-59C5.2	-	CTBP2	MVD	-	FP17780|MDDase|MPD	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	P53602	-	NP_002452	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1446722	1488	5936	107870	111871	RP11-59C5.2	RP11-658F2.8	CTBP2	RBM4	-	LARK|RBM4A|ZCCHC21|ZCRB3A	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	Q9BWF3	-	NP_001185772|NP_001185773|NP_002887	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1448243	1487	7764	107869	113547	-	RP4-724E16.3	CTBP1	ZNF217	BARS	ZABC1	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	O75362	H0UI66	NP_006517	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1448244	1488	7764	107870	113547	RP11-59C5.2	RP4-724E16.3	CTBP2	ZNF217	-	ZABC1	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	O75362	H0UI66	NP_006517	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1451725	1487	23028	107869	116667	-	RP1-184J9.1	CTBP1	KDM1A	BARS	AOF2|BHC110|KDM1|LSD1	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	O60341	-	NP_055828|NP_001350583|NP_001009999	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1451887	1488	23144	107870	116761	RP11-59C5.2	-	CTBP2	ZC3H3	-	ZC3HDC3	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	Q8IXZ2	-	NP_055932	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1454414	1488	55425	107870	120665	RP11-59C5.2	AD029	CTBP2	GPALPP1	-	KIAA1704|LSR7|bA245H20.2	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	Q8IXQ4	A0A024RDS7	NP_061029|NP_001303880|NP_001303881	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1455302	1488	57703	107870	121727	RP11-59C5.2	-	CTBP2	CWC22	-	EIF4GL|NCM|fSAPb	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	Q9HCG8	-	NP_065994|NP_001362959|NP_001362958|NP_001362962|NP_001362961	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1455479	1488	64062	107870	122035	RP11-59C5.2	PRO1777	CTBP2	RBM26	-	ARRS2|C13orf10|PPP1R132|SE70-2|ZC3H17	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	Q5T8P6	A0A087X0H9	NP_001273561|NP_001273560|NP_071401|NP_001353664	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1456260	1488	80223	107870	123189	RP11-59C5.2	-	CTBP2	RAB11FIP1	-	NOEL1A|RCP|rab11-FIP1	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	Q6WKZ4	-	NP_079427|NP_001002814	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1504069	30818	1487	119042	107869	-	-	KCNIP3	CTBP1	CSEN|DREAM|KCHIP3	BARS	Affinity Capture-Western	physical	Zaidi NF (2006)	PUBMED:16787403	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y2W7	A0A024RE22	NP_001030086|NP_038462	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1504070	30818	1488	119042	107870	-	RP11-59C5.2	KCNIP3	CTBP2	CSEN|DREAM|KCHIP3	-	Affinity Capture-Western	physical	Zaidi NF (2006)	PUBMED:16787403	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y2W7	A0A024RE22	NP_001030086|NP_038462	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1505393	11279	1487	116435	107869	RP13-1021K9.1	-	KLF8	CTBP1	BKLF3|ZNF741	BARS	Affinity Capture-Western	physical	Urvalek AM (2011)	PUBMED:21416054	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O95600	Q05BZ3|A0A024R9X4	NP_001311034|NP_009181|NP_001152768|NP_001311031|NP_001311033	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1505394	1487	11279	107869	116435	-	RP13-1021K9.1	CTBP1	KLF8	BARS	BKLF3|ZNF741	Affinity Capture-Western	physical	Urvalek AM (2011)	PUBMED:21416054	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	O95600	Q05BZ3|A0A024R9X4	NP_001311034|NP_009181|NP_001152768|NP_001311031|NP_001311033	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1506772	27023	1488	117960	107870	-	RP11-59C5.2	FOXB1	CTBP2	FKH5|HFKH-5	-	Affinity Capture-MS	physical	Li X (2015)	PUBMED:25609649	9606	9606	High Throughput	-	-	High-confidence interactions	-	BIOGRID	Q99853	-	NP_036314	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1507376	2304	1488	108593	107870	-	RP11-59C5.2	FOXE1	CTBP2	FKHL15|FOXE2|HFKH4|HFKL5|TITF2|TTF-2|TTF2	-	Affinity Capture-MS	physical	Li X (2015)	PUBMED:25609649	9606	9606	High Throughput	-	-	High-confidence interactions	-	BIOGRID	O00358	-	NP_004464	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1507537	399823	1488	134424	107870	-	RP11-59C5.2	FOXI2	CTBP2	-	-	Affinity Capture-MS	physical	Li X (2015)	PUBMED:25609649	9606	9606	High Throughput	-	-	High-confidence interactions	-	BIOGRID	Q6ZQN5	-	NP_997309	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1508668	6934	1487	112795	107869	RP11-357H24.1	-	TCF7L2	CTBP1	TCF-4|TCF4	BARS	Affinity Capture-Western	physical	Loregger A (2015)	PUBMED:26350900	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NQB0	E2GH26|Q6FHW4|B4DJZ2|E2GH16|E2GH18|C6ZRK5|C6ZRJ7|E2GH13|C6ZRJ9|C6ZRK2|C6ZRK1	NP_001139746|NP_001139755|NP_001185458|NP_001139757|NP_001139756|NP_001185455|NP_001139758|NP_001185457|NP_001185456|NP_110383|NP_001185460|NP_001185454|NP_001185459	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1509913	27086	1488	117989	107870	HSPC215	RP11-59C5.2	FOXP1	CTBP2	12CC4|QRF1|hFKH1B	-	Affinity Capture-MS	physical	Li X (2015)	PUBMED:25609649	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9H334	Q548T7|Q8TEA2|A0A087X299|Q8N2P0|E9PFD3	NP_001231737|NP_001231743|NP_001231742|NP_001231741|NP_001231739|NP_001231745|NP_001231744|NP_116071|NP_001012523	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1510154	94234	1488	125147	107870	-	RP11-59C5.2	FOXQ1	CTBP2	HFH1	-	Affinity Capture-MS	physical	Li X (2015)	PUBMED:25609649	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9C009	-	NP_150285	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1510285	2307	1488	108596	107870	-	RP11-59C5.2	FOXS1	CTBP2	FKHL18|FREAC10	-	Affinity Capture-MS	physical	Li X (2015)	PUBMED:25609649	9606	9606	High Throughput	-	-	-	-	BIOGRID	O43638	-	NP_004109	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1520974	5932	1487	111867	107869	-	-	RBBP8	CTBP1	COM1|CTIP|JWDS|RIM|SAE2|SCKL2	BARS	Affinity Capture-MS	physical	Broderick R (2016)	PUBMED:26807646	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q99708	A0A024RC34	NP_976037|NP_976036|NP_002885	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1520975	5932	1488	111867	107870	-	RP11-59C5.2	RBBP8	CTBP2	COM1|CTIP|JWDS|RIM|SAE2|SCKL2	-	Affinity Capture-MS	physical	Broderick R (2016)	PUBMED:26807646	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q99708	A0A024RC34	NP_976037|NP_976036|NP_002885	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1533709	4772	1487	110845	107869	-	-	NFATC1	CTBP1	NF-ATC|NFAT2|NFATc	BARS	Affinity Capture-MS	physical	Gabriel CH (2016)	PUBMED:27637333	9606	9606	High Throughput	3.9	-	The score displays the factor of enrichment of the prey protein. It is a ratio of the prey protein's abundance in CoIP-MS when the bait protein was present versus its abundance in control experiments without bait protein. The shown values are means from >= 2 experiments.	-	BIOGRID	O95644	F5H4S8|B4DER8|K7ER53|A8K9C6	NP_001265599|NP_001265598|NP_001265602|NP_001265601|NP_006153|NP_765975|NP_765976|NP_765977|NP_001265604|NP_765978	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1533772	4773	1487	110846	107869	RP5-1009H6.1	-	NFATC2	CTBP1	NFAT1|NFATP	BARS	Affinity Capture-MS	physical	Gabriel CH (2016)	PUBMED:27637333	9606	9606	High Throughput	6.7	-	The score displays the factor of enrichment of the prey protein. It is a ratio of the prey protein's abundance in CoIP-MS when the bait protein was present versus its abundance in control experiments without bait protein. The shown values are means from >= 2 experiments.	-	BIOGRID	Q13469	B5B2P4	NP_001245223|NP_001245221|NP_001245226|NP_001245225|NP_001245224|NP_775114|NP_036472|NP_001129493	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2215357	995	1488	107430	107870	-	RP11-59C5.2	CDC25C	CTBP2	CDC25|PPP1R60	-	Affinity Capture-MS	physical	Li X (2016)	PUBMED:27432908	9606	9606	High Throughput	-	-	high-confidence candidate interacting protein	-	BIOGRID	P30307	-	NP_001274511|NP_073720|NP_001274512|NP_001305027|NP_001781	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2216268	9108	1488	114559	107870	-	RP11-59C5.2	MTMR7	CTBP2	-	-	Affinity Capture-MS	physical	Li X (2016)	PUBMED:27432908	9606	9606	High Throughput	-	-	high-confidence candidate interacting protein	-	BIOGRID	Q9Y216	B7Z9Q7|B7ZAG8	NP_004677	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2216275	9108	1487	114559	107869	-	-	MTMR7	CTBP1	-	BARS	Affinity Capture-MS	physical	Li X (2016)	PUBMED:27432908	9606	9606	High Throughput	-	-	high-confidence candidate interacting protein	-	BIOGRID	Q9Y216	B7Z9Q7|B7ZAG8	NP_004677	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
